1379;201901010000;9
1379;201901010100;9.8
1379;201901010200;9.9
1379;201901010300;9.8
1379;201901010400;10.2
1379;201901010500;10.3
1379;201901010600;9.1
1379;201901010700;8.4
1379;201901010800;9.2
1379;201901010900;10.4
1379;201901011000;10.4
1379;201901011100;10.1
1379;201901011200;10.5
1379;201901011300;10.6
1379;201901011400;11.2
1379;201901011500;10.7
1379;201901011600;11.2
1379;201901011700;12.4
1379;201901011800;11.3
1379;201901011900;11.4
1379;201901012000;9.8
1379;201901012100;8.6
1379;201901012200;8.3
1379;201901012300;7.8
1379;201901020000;7.3
1379;201901020100;7
1379;201901020200;7.3
1379;201901020300;6.9
1379;201901020400;6.6
1379;201901020500;6.2
1379;201901020600;5.8
1379;201901020700;5
1379;201901020800;4.5
1379;201901020900;5.1
1379;201901021000;5.9
1379;201901021100;6.4
1379;201901021200;6
1379;201901021300;5.8
1379;201901021400;6.1
1379;201901021500;5.1
1379;201901021600;3.4
1379;201901021700;2.8
1379;201901021800;2.1
1379;201901021900;1.8
1379;201901022000;1.5
1379;201901022100;1.6
1379;201901022200;1.9
1379;201901022300;1.1
1379;201901030000;0.6
1379;201901030100;0.7
1379;201901030200;1.1
1379;201901030300;0.9
1379;201901030400;1.2
1379;201901030500;1.3
1379;201901030600;1.4
1379;201901030700;0.8
1379;201901030800;0.9
1379;201901030900;2
1379;201901031000;1.4
1379;201901031100;2.2
1379;201901031200;2.2
1379;201901031300;2.4
1379;201901031400;1.5
1379;201901031500;3.2
1379;201901031600;1.1
1379;201901031700;2.4
1379;201901031800;1.7
1379;201901031900;2.2
1379;201901032000;1.7
1379;201901032100;2.8
1379;201901032200;4
1379;201901032300;3.1
1379;201901040000;3.9
1379;201901040100;4
1379;201901040200;4.4
1379;201901040300;4.9
1379;201901040400;5.7
1379;201901040500;5.5
1379;201901040600;6
1379;201901040700;5.5
1379;201901040800;5.7
1379;201901040900;5.7
1379;201901041000;5.7
1379;201901041100;5.9
1379;201901041200;6.3
1379;201901041300;6.1
1379;201901041400;6.7
1379;201901041500;6.1
1379;201901041600;6.7
1379;201901041700;6.8
1379;201901041800;7
1379;201901041900;6.2
1379;201901042000;7.2
1379;201901042100;7.2
1379;201901042200;7.9
1379;201901042300;7.9
1379;201901050000;8.6
1379;201901050100;7.6
1379;201901050200;6.3
1379;201901050300;6.6
1379;201901050400;6.7
1379;201901050500;6.4
1379;201901050600;5.7
1379;201901050700;4.4
1379;201901050800;4.8
1379;201901050900;3.9
1379;201901051000;3.5
1379;201901051100;4.1
1379;201901051200;3.9
1379;201901051300;3.9
1379;201901051400;3.4
1379;201901051500;2.9
1379;201901051600;2
1379;201901051700;1.4
1379;201901051800;1
1379;201901051900;1.3
1379;201901052000;0.8
1379;201901052100;0.9
1379;201901052200;0.4
1379;201901052300;1.1
1379;201901060000;0.7
1379;201901060100;1.1
1379;201901060200;0.9
1379;201901060300;0.7
1379;201901060400;0.8
1379;201901060500;0.9
1379;201901060600;1.1
1379;201901060700;0.8
1379;201901060800;0.6
1379;201901060900;0.7
1379;201901061000;0.8
1379;201901061100;1.4
1379;201901061200;2.4
1379;201901061300;3.9
1379;201901061400;4.1
1379;201901061500;4.1
1379;201901061600;3.8
1379;201901061700;3.8
1379;201901061800;4
1379;201901061900;4.8
1379;201901062000;5.1
1379;201901062100;5.4
1379;201901062200;4.7
1379;201901062300;4.4
1379;201901070000;4
1379;201901070100;4.4
1379;201901070200;3.9
1379;201901070300;4.5
1379;201901070400;4.6
1379;201901070500;5
1379;201901070600;3.9
1379;201901070700;4.1
1379;201901070800;3.2
1379;201901070900;3.1
1379;201901071000;2.9
1379;201901071100;3.2
1379;201901071200;3.8
1379;201901071300;4.7
1379;201901071400;5
1379;201901071500;5.4
1379;201901071600;6.9
1379;201901071700;8
1379;201901071800;9.2
1379;201901071900;9.8
1379;201901072000;9.9
1379;201901072100;7.9
1379;201901072200;8.1
1379;201901072300;7.7
1379;201901080000;8.1
1379;201901080100;10.1
1379;201901080200;10.1
1379;201901080300;10.7
1379;201901080400;10.7
1379;201901080500;11.6
1379;201901080600;11.1
1379;201901080700;9.6
1379;201901080800;9.4
1379;201901080900;10.3
1379;201901081000;8.8
1379;201901081100;8.1
1379;201901081200;7.5
1379;201901081300;7.5
1379;201901081400;7.4
1379;201901081500;8.1
1379;201901081600;7.8
1379;201901081700;8.2
1379;201901081800;8.4
1379;201901081900;9.3
1379;201901082000;8.9
1379;201901082100;9
1379;201901082200;9.1
1379;201901082300;9.5
1379;201901090000;8.6
1379;201901090100;8.5
1379;201901090200;8
1379;201901090300;8.1
1379;201901090400;7.8
1379;201901090500;7.8
1379;201901090600;7.9
1379;201901090700;7.8
1379;201901090800;7.5
1379;201901090900;7.4
1379;201901091000;7.9
1379;201901091100;7.7
1379;201901091200;7.6
1379;201901091300;7.9
1379;201901091400;8.6
1379;201901091500;6.8
1379;201901091600;5.3
1379;201901091700;5.2
1379;201901091800;5.2
1379;201901091900;5.1
1379;201901092000;3.7
1379;201901092100;4
1379;201901092200;3.7
1379;201901092300;2.5
1379;201901100000;2.6
1379;201901100100;3.2
1379;201901100200;2.1
1379;201901100300;3.1
1379;201901100400;3.1
1379;201901100500;2.3
1379;201901100600;1.8
1379;201901100700;1.9
1379;201901100800;1.8
1379;201901100900;1.7
1379;201901101000;1.4
1379;201901101100;1.1
1379;201901101200;1.3
1379;201901101300;1.6
1379;201901101400;2.3
1379;201901101500;2.1
1379;201901101600;2.8
1379;201901101700;2.6
1379;201901101800;3
1379;201901101900;3.6
1379;201901102000;3.9
1379;201901102100;4
1379;201901102200;4.7
1379;201901102300;4.3
1379;201901110000;4
1379;201901110100;3.4
1379;201901110200;3.3
1379;201901110300;4.2
1379;201901110400;5
1379;201901110500;4.7
1379;201901110600;5.7
1379;201901110700;6.2
1379;201901110800;6
1379;201901110900;6.6
1379;201901111000;6.5
1379;201901111100;7.8
1379;201901111200;8.5
1379;201901111300;8.2
1379;201901111400;8.2
1379;201901111500;8.8
1379;201901111600;7
1379;201901111700;5.7
1379;201901111800;5.9
1379;201901111900;4.6
1379;201901112000;4.4
1379;201901112100;4.1
1379;201901112200;4.1
1379;201901112300;4.2
1379;201901120000;4.6
1379;201901120100;5.2
1379;201901120200;5
1379;201901120300;5.2
1379;201901120400;5.2
1379;201901120500;6.5
